"STORE","STORE_NAME","STORE_CLASS","STORE_MGR_NAME","STORE_OPEN_DATE","STORE_CLOSE_DATE","PHONE_NUMBER","EMAIL","TOTAL_SQUARE_FT","SELLING_SQUARE_FT","LINEAR_DISTANCE","VAT_REGION","STOCKHOLDING_IND","CHANNEL_ID","FORMAT_NAME","STORE_FORMAT","MALL_NAME","TRANSFER_ZONE","DEFAULT_WH","DEFAULT_RDC","STOP_ORDER_DAYS","START_ORDER_DAYS","CURRENCY_CODE","LANG","TSF_ENTITY_ID","ORG_UNIT_ID","AUTO_RCV","STORE_TYPE","TIMEZONE_NAME","CUSTOMER_ORDER_LOC_IND","CREATE_ID","CREATE_DATETIME","BANNER_NAME","CHAIN_NAME","CHAIN_MGR_NAME","CHAIN_CURRENCY_CODE","CHANNEL_NAME","CHANNEL_TYPE","CO_NAME","CO_ADD1","CO_ADD2","CO_ADD3","CO_CITY","CO_STATE","CO_COUNTRY","CO_POST","CO_NAME_SECONDARY","CO_JURISDICTION_CODE","DISTRICT_NAME","DISTRICT_MGR_NAME","DISTRICT_CURRENCY_CODE","REGION_NAME","REGION_MGR_NAME","REGION_CURRENCY_CODE","COMPANY","CHAIN","AREA","REGION","DISTRICT","ADD_1","ADD_2","ADD_3","CITY","STATE","COUNTRY_ID","POST","CONTACT_NAME","COUNTY","JURISDICTION_CODE","AREA_NAME","AREA_CURRENCY_CODE","AREA_MGR_NAME","BUDGET_CCID","BRAND","BRAND_NAME","MAIN_BRAND","BUSINESS_UNIT","BUSSUNIT_DESC","BOX_DESC","STORE_COMP_STATUS","STORE_COMP_EFFECTIVE_DATE","STORE_COMP_DISCONTINUE_DATE","SOLO_MULTIBOX","LEGACY_STORE_CODE","RFID_ENABLED","ELIGIBLE_FOR_FORECAST"
31887,"COL_BAHRAIN CITY CENTER","A","STM",09-07-20,24-10-20,"+12345678","dummymail@alshaya.com","0","0","",2,"Y",25,"STAND-ALONE","STAND-ALONE","BAHRAIN CITY CENTER",1,"800021",,"60","1","BHD",1,77463,25620,"D","C","Asia/Bahrain","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MANAMA","","BHD","BAHRAIN","","BHD",1,1,2,2,100,"BAHRAIN CITY CENTER","","","MANAMA","X12","BHR","","","","","BAHRAIN","BHD","","RC1-2835-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_BAHRAIN CITY CENTER - COL","CLS",09-07-20,24-10-20,"SOLO","1524","Y","Y"
31882,"COL_MIRDIF CITY CENTRE","A","STM",23-08-15,16-10-20,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",25,"STAND-ALONE","STAND-ALONE","MIRDIF CITY CENTRE",1,"800008",,"60","1","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"MIRDIF CITY CENTRE","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D634-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_MIRDIF CITY CENTRE - COL","CLS",23-08-15,16-10-20,"SOLO","729","Y","Y"
31913,"OTH_AVENUES MALL PHASE 1","A","STM",02-07-20,01-09-20,"+12345678","dummymail@alshaya.com","0","0","",7,"Y",27,"STAND-ALONE","STAND-ALONE","AVENUES MALL PHASE 1",1,"800004",,"60","1","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"AVENUES MALL PHASE 1","","","AL RAI","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q295-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_AVENUES MALL PHASE 1 - OTH","CLS",02-07-20,01-09-20,"SOLO","15317","","Y"
31914,"OTH_AL KOUT MALL","A","STM",24-06-20,16-11-20,"+12345678","dummymail@alshaya.com","0","0","",7,"Y",27,"STAND-ALONE","STAND-ALONE","AL KOUT MALL",1,"800004",,"60","1","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AHMADI","","KWD","KUWAIT","","KWD",1,1,6,6,166,"AL KOUT MALL","","","AHMADI","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q471-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_AL KOUT MALL - OTH","CLS",24-06-20,16-11-20,"SOLO","1481","","Y"
33110,"ALS_MALL OF QATAR","A","STM",19-12-16,,"12345678","pb.moq-qtr@alshaya.com","0","0","",12,"Y",1,"CONCESSION","CONCESSION","MALL OF QATAR",1,"800025",,"60","60","QAR",1,92,91,"D","C","Asia/Qatar","Y","RMS01",28-03-23,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DOHA CITY","","QAR","QATAR","","QAR",1,1,10,10,127,"MALL OF QATAR","","","DOHA CITY","X04","QAT","","","","","QATAR","QAR","","RD1-3606-PBK","PBK","POTTERY_BARN_KIDS","PBK","WELNES","Wellness Division","ALS_MALL OF QATAR - PBK","LFL",18-09-16,,"MULTI_CONC","13091","N","Y"
32098,"ALS_TAMANNA","B","STM",11-06-22,,"123456789","","0","0","",7,"N",16,"WEB STORE","WEB STORE","TAMANNA",1,"800043",,"60","30","KWD",1,81,82,"Y","C","Asia/Kuwait","Y","KRISHNAN",24-11-22,"ALS_ALSHAYA","MIDDLE EAST","","","B2B","WHSL","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"Tamana Address KUW","","","Kuwait City","","KWT","","","","","KUWAIT","KWD","","RA1-Q535-PBK","PBK","POTTERY_BARN_KIDS","PBK","WELNES","Wellness Division","ALS_TAMANNA - PBK","LFL",24-06-22,,"MULTI_CONC","15396","Y","Y"
31393,"BOO_UAT AVENUES_CYCLE1 UAT_FST08","A","Sateesh",01-12-21,,"+12345678","dymmymail@alshaya.com","1680","1230","",7,"Y",4,"MALL","MALL","AVENUE MALL",1,"",,"","30","KWD",1,81,82,"D","C","Asia/Kuwait","N","MOHAMED.SALIK.R3",27-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"BOO_UAT AVENUES_CYCLE1 UAT_FST08","AVENUE PHASE 4","","AL RAI","X08","KWT","","Sateesh","","","KUWAIT","KWD","","RA1-Q552-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_UAT AVENUES_CYCLE1 UAT_FST08 - BOO","NEW",31-12-21,,"","31393","","Y"
30140,"WES_AVENUES PHASE III","A","HEIDI ISON_LANGE",05-11-12,,"+965-22283069","westelm-ave.kwt@alshaya.com","22690","17685","",7,"Y",6,"MALL","MALL","AVENUES MALL",1,"800006",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"THE AVENUES-GRAND AV-GROUND FLOOR","THE AVENUES","","AL RAI","X08","KWT","","","","","KUWAIT","KWD","","RA1-1744-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","WES_AVENUES PHASE III - WES","LFL",05-11-12,,"SOLO","419","","Y"
30681,"BOO_MEGA MALL","A","NA",09-02-13,21-02-19,"+971-65449440","boots.mega-uae@alshaya.com","1012","1012","",14,"Y",4,"MALL","MALL","MEGA MALL, SHARJAH",1,"",,"1","60","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","SHARJAH","","AED","UAE","","AED",1,1,12,12,160,"MEGA MALL","MEGA MALL","","SHARJAH","X01","ARE","0","0","","","UNITED ARAB EMIRATES","AED","","RE1-D327-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_MEGA MALL - BOO","CLS",09-02-13,21-02-19,"SOLO","207","","Y"
31384,"BOO_SAHARA MALL FIRE LOCATION","A","STM",27-04-21,,"966-115101253","boots.sahara-cpksa@alshaya.com","0","0","",6,"Y",4,"STAND-ALONE","STAND-ALONE","SAHARA MALL FIRE LOCATION",1,"",,"","60","SAR",1,73463,25340,"D","C","Asia/Riyadh","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"SAHARA MALL FIRE LOCATION","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-Z465-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_SAHARA MALL FIRE LOCATION - BOO","NEW",27-04-21,,"SOLO","20465","","Y"
31888,"COL_DEIRA CITY CENTRE(PHASE 2)","A","STM",07-08-20,30-09-20,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",25,"STAND-ALONE","STAND-ALONE","DEIRA CITY CENTRE(PHASE 2)",1,"800008",,"60","1","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DEIRA CITY CENTRE(PHASE 2)","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D183-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_DEIRA CITY CENTRE(PHASE 2) - COL","CLS",07-08-20,30-09-20,"SOLO","1532","Y","Y"
31901,"COL_THE GATE MALL","A","STM",07-08-20,01-10-20,"+12345678","dummymail@alshaya.com","0","0","",7,"Y",25,"STAND-ALONE","STAND-ALONE","THE GATE MALL",1,"800004",,"60","1","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AHMADI","","KWD","KUWAIT","","KWD",1,1,6,6,166,"THE GATE MALL","","","AHMADI","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q479-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_THE GATE MALL - COL","CLS",07-08-20,01-10-20,"SOLO","1529","Y","Y"
31912,"OTH_EZDAN WAKRA MALL","A","STM",09-07-20,04-11-20,"+12345678","dummymail@alshaya.com","0","0","",12,"Y",27,"STAND-ALONE","STAND-ALONE","EZDAN WAKRA MALL",1,"800025",,"60","1","QAR",1,71463,25200,"D","C","Asia/Qatar","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DOHA CITY","","QAR","QATAR","","QAR",1,1,10,10,127,"EZDAN WAKRA MALL","","","DOHA CITY","X04","QAT","","","","","QATAR","QAR","","RD1-3362-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_EZDAN WAKRA MALL - OTH","CLS",09-07-20,04-11-20,"SOLO","1515","","Y"
31909,"OTH_NAKHEEL MALL","A","STM",07-08-20,11-11-20,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",27,"STAND-ALONE","STAND-ALONE","NAKHEEL MALL",1,"800008",,"60","1","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"NAKHEEL MALL","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D184-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_NAKHEEL MALL - OTH","CLS",07-08-20,11-11-20,"SOLO","1533","","Y"
31911,"OTH_YAS MALL","A","STM",24-06-20,24-09-20,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",27,"STAND-ALONE","STAND-ALONE","YAS MALL",1,"800008",,"60","1","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"YAS MALL","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D159-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_YAS MALL - OTH","CLS",24-06-20,24-09-20,"SOLO","1487","","Y"
31145,"PBK_AL KOUT POP UP","A","STM",25-07-18,20-02-23,"12345678","dummymail@alshaya.com","0","0","",7,"Y",54,"STAND-ALONE","STAND-ALONE","AL KOUT POP UP",1,"800006",,"60","1","KWD",1,81,82,"D","C","Asia/Kuwait","Y","RMS01",30-03-23,"PBK_POTTERY_BARN_KIDS","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","KUWAIT CITY","","KWD","KUWAIT","","KWD",1,1,6,6,117,"AL KOUT POP UP","","","KUWAIT CITY","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q337-PBK","PBK","POTTERY_BARN_KIDS","PBK","WELNES","Wellness Division","PBK_AL KOUT POP UP - PBK","CLS",25-07-18,20-02-23,"SOLO","15234","N","Y"
80704,"AME_dummy","B","dummy",17-01-24,,"","","","","",12,"Y",3,"CONCESSION","CONCESSION","",1,"800004",,"","60","QAR",1,71463,25200,"D","C","Asia/Qatar","N","ESUSER",17-01-24,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","QATAR CITY","","QAR","QATAR","","QAR",1,1,10,10,128,"Kuwait","","","COLUMBUS","","COL","","","","","QATAR","QAR","","","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_dummy - AME","PTL",20-06-23,29-03-26,"SOLO","15366","","Y"
31905,"OTH_GULF MALL","A","STM",09-07-20,04-11-20,"+12345678","dummymail@alshaya.com","0","0","",12,"Y",27,"STAND-ALONE","STAND-ALONE","GULF MALL",1,"800025",,"60","1","QAR",1,71463,25200,"D","C","Asia/Qatar","N","RMS01",20-06-22,"OTH_AND_OTHER_STORIES","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DOHA CITY","","QAR","QATAR","","QAR",1,1,10,10,127,"GULF MALL","","","DOHA CITY","X04","QAT","","","","","QATAR","QAR","","RD1-3363-OTH","OTH","AND_OTHER_STORIES","OTH","HENMAU","Hennes & Mauritz","OTH_GULF MALL - OTH","CLS",09-07-20,04-11-20,"SOLO","1516","","Y"
30129,"WESELM_TAHLIA STREET","B","HAWAZEN NAITA",31-10-13,,"+966-122617492","westelm.tahlia-wpksa@alshaya.com","0","0","",6,"Y",6,"STAND-ALONE","STAND-ALONE","TAHLIA STREET",1,"800014",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"TAHLIA STREET","TAHLIA STREET","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-2003-PBK","PBK","POTTERY_BARN_KIDS","PBK","WELNES","Wellness Division","WESELM_TAHLIA STREET - PBK","LFL",13-07-11,,"MULTI_CONC","277","N","Y"
31150,"PBK_DUBAI MALL ACTIVITY","A","STM",13-08-17,,"12345678","dummymail@alshaya.com","0","0","",14,"Y",54,"STAND-ALONE","STAND-ALONE","DUBAI MALL ACTIVITY",1,"800008",,"60","60","AED",1,86,88,"D","C","Asia/Dubai","Y","RMS01",30-03-23,"PBK_POTTERY_BARN_KIDS","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL ACTIVITY","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-Z002-PBK","PBK","POTTERY_BARN_KIDS","PBK","WELNES","Wellness Division","PBK_DUBAI MALL ACTIVITY - PBK","LFL",13-08-17,,"SOLO","44002","N","Y"
32052,"ALS_DUBAI HILLS STR","A","SHUJA KAMILI",04-02-24,,"+971-504651430","","0","11337","",14,"Y",1,"CONCESSION","CONCESSION","DUBAI HILLS",1,"800009",,"","1","AED",1,81463,25740,"D","C","Asia/Dubai","N","SPRIYAKSHI",08-02-24,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL- LOWER GROUND FLOOR","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D223-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","ALS_DUBAI HILLS STR - WES","NEW",11-01-22,,"MULTI_CONC","32052","N","Y"
1999,"AME_Like_Test_2","A","Amit",18-12-23,,"","","","","",6,"Y",3,"CONCESSION","CONCESSION","",1,"800008",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","ESUSER",18-12-23,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABHA","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,142,"Sector 1","","","kuwait","","KWT","","","","","SAUDI ARABIA","SAR","","","BOO","Boots","BOO","WELNES","Wellness Division","AME_Like_Test_2 - BOO","PTL",19-12-23,,"MULTI_CONC","20354","","Y"
31070,"ALS_STAFF SHOP - KWT","A","STM",01-01-17,,"+12345678","dummymail@alshaya.com","0","0","",7,"Y",1,"CONCESSION","CONCESSION","STAFF SHOP - KWT",1,"",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",01-09-21,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","KUWAIT CITY","","KWD","KUWAIT","","KWD",1,1,6,6,117,"STAFF SHOP - KWT","Staff Shop - KWT","","KUWAIT CITY","X08","KWT","","","","","KUWAIT","KWD","","RA1-1430-ALS","ALS","ALSHAYA","ALS","","","ALS_STAFF SHOP - KWT - ALS","LFL",01-01-17,,"MULTI","15230","","Y"
33107,"ALS_DUBAI MALL","A","STM",23-12-10,,"12345678","dummymail@alshaya.com","0","0","",14,"Y",1,"CONCESSION","CONCESSION","DUBAI MALL",1,"800008",,"60","60","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",28-03-23,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-Z891-POT","POT","POTTERY_BARN","POT","WELNES","Wellness Division","ALS_DUBAI MALL - POT","LFL",21-01-11,,"MULTI_CONC","891","N","Y"
33098,"ALS_YAS MALL","A","STM",04-07-18,,"12345678","dummymail@alshaya.com","10398","7750","",14,"Y",1,"CONCESSION","CONCESSION","YAS MALL",1,"800008",,"60","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",28-03-23,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"YAS MALL","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D521-POT","POT","POTTERY_BARN","POT","WELNES","Wellness Division","ALS_YAS MALL - POT","LFL",21-10-14,,"MULTI_CONC","320","Y","Y"
33098,"ALS_YAS MALL","A","STM",04-07-18,,"12345678","dummymail@alshaya.com","0","0","0",14,"Y",1,"CONCESSION","CONCESSION","YAS MALL",1,"800038",,"60","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",28-03-23,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"YAS MALL","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D521-WLS","WLS","WILLIAMS_SONOMA","WLS","WELNES","Wellness Division","ALS_YAS MALL - WLS","LFL",04-07-18,,"MULTI_CONC","320","N","Y"
30904,"WES_KWT E-COM LOCATION","A","STM",22-05-20,,"+12345678","dummymail@alshaya.com","0","0","",7,"N",14,"WEB STORE","WEB STORE","KWT E-COM LOCATION",1,"800043",,"","60","KWD",1,81,82,"Y","C","Asia/Kuwait","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Online","WEBSTR","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"KWT E-COM LOCATION","","","AL RAI","X08","KWT","","","","","KUWAIT","KWD","","RA1-1198-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","WES_KWT E-COM LOCATION - WES","LFL",22-05-20,,"SOLO","1067","","Y"
30905,"WES_KSA E-COM LOCATION","A","STM",12-04-20,,"+12345678","dummymail@alshaya.com","122322","0","",6,"N",14,"WEB STORE","WEB STORE","KSA E-COM LOCATION",1,"800107",,"","60","SAR",1,135,137,"Y","C","Asia/Riyadh","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Online","WEBSTR","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"KSA E-COM LOCATION","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-2000-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","WES_KSA E-COM LOCATION - WES","LFL",12-04-20,,"SOLO","12397","","Y"
31076,"ALS_EGY JUMIA MARKET PLACE","A","STM",19-11-20,,"+12345678","dummymail@alshaya.com","0","0","",3,"Y",1,"MALL","MALL","JUMIA MARKET PLACE",1,"",,"","60","EGP",1,5201,5202,"D","C","Africa/Cairo","N","RMS01",01-09-21,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","CAIRO","","EGP","EGYPT","","EGP",1,1,3,3,108,"JUMIA MARKET PLACE","","","CAIRO","X11","EGY","","","","","EGYPT","EGP","","RL1-E614-ALS","ALS","ALSHAYA","ALS","","","ALS_EGY JUMIA MARKET PLACE - ALS","PTL",19-11-20,,"MULTI","40052","","Y"
30123,"WES_RIYADH PARK","C","ABDULMALIK ALONAIZI",01-08-18,,"+966-115203569","wes.riyadhpark-cpksa@alshaya.com","11334","9149","",6,"Y",6,"MALL","MALL","RIYADH PARK",1,"800014",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"RIYADH PARK","RIYADH PARK","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S953-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","WES_RIYADH PARK - WES","LFL",01-08-18,,"SOLO","20135","","Y"
30133,"WES_YAS MALL","C","MOHSIN KHAN",19-11-14,,"+971-24926601","we.yasmall-uae@alshaya.com","13121","9408","",14,"Y",6,"MALL","MALL","YAS MALL",1,"800009",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",06-09-21,"WES_WEST_ELM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"YAS MALL","YAS MALL","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D523-WES","WES","WEST_ELM","WES","WELNES","Wellness Division","WES_YAS MALL - WES","LFL",19-11-14,,"SOLO","327","","Y"
33096,"ALS_SAHARA MALL LOCATION","A","STM",09-11-10,,"966-115101274","dummymail@alshaya.com","0","0","",6,"Y",1,"MALL","MALL","SAHARA MALL",1,"800014",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",28-03-23,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"SAHARA MALL","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S290-ALS","ALS","ALSHAYA","ALS","","","ALS_SAHARA MALL LOCATION - ALS","LFL",09-11-10,,"MULTI","177","N","Y"
