"BRAND","TIME_ID","OPTION_ID","STORE","REGULAR_SLS_UNITS","PROMO_SLS_UNITS","MRKDWN_SLS_UNITS","BASE_HISTORY"
"AME",202544,"130213005_AMEC001",800025,0,0,0,0
"AME",202544,"130213005_AMEC900",33178,1,0,0,1
"AME",202544,"130213005_AMEC900",30047,1,1,0,2
"AME",202544,"130213005_AMEC900",30015,6,0,0,6
"AME",202544,"130213005_AMEC900",32026,0,1,0,1
"AME",202544,"336340949_AMEC900",800008,0,0,0,0
"AME",202544,"336340949_AMEC900",30071,5,0,0,5
"AME",202544,"336340949_AMEC900",30048,5,0,0,5
"AME",202544,"337317518_AMEC100",30054,3,0,0,3
"AME",202544,"337787420_AMEC900",800056,0,0,0,0
"AME",202544,"128984126_AMEC109",30052,1,0,0,1
"AME",202544,"128984126_AMEC109",800217,0,0,0,0
"AME",202544,"128984126_AMEC109",30065,2,0,0,2
"AME",202544,"128984126_AMEC109",30039,1,0,0,1
"AME",202544,"128984126_AMEC109",30071,3,0,0,3
"AME",202544,"130362611_AMEC900",33088,0,1,0,1
"AME",202544,"130362611_AMEC900",30089,1,0,0,1
"AME",202544,"130362611_AMEC900",38000,0,1,0,1
"AME",202544,"128984126_AMEC100",32013,1,0,0,1
"AME",202544,"128984126_AMEC100",33192,2,0,0,2
"AME",202544,"128984126_AMEC100",30061,0,1,0,1
"AME",202544,"128984126_AMEC100",33203,4,0,0,4
"AME",202544,"128984126_AMEC100",800008,0,0,0,0
"AME",202544,"128984126_AMEC001",30015,1,0,0,1
"AME",202544,"273909493_AMEC106",30057,0,0,1,0
"AME",202544,"342780202_AMEC309",800004,0,0,0,0
"AME",202544,"336340949_AMEC100",33193,2,0,0,2
"AME",202544,"336701801_AMEC109",30064,0,0,1,0
"AME",202544,"336601903_AMEC203",30915,1,0,0,1
"AME",202544,"337377807_AMEC200",30914,0,1,0,1
"AME",202544,"337382944_AMEC241",30052,0,1,0,1
"AME",202544,"337377807_AMEC106",30913,0,0,1,0
"AME",202544,"336222213_AMEC109",30881,0,0,1,0
"AME",202544,"336222213_AMEC109",30024,1,0,0,1
"AME",202544,"336222213_AMEC109",30072,0,0,1,0
"AME",202544,"129320004_AMEC900",30089,0,1,0,1
"AME",202544,"129320004_AMEC900",30064,3,0,0,3
"AME",202544,"129320004_AMEC900",31045,1,0,0,1
"AME",202544,"129320004_AMEC900",30090,1,0,0,1
"AME",202544,"129320004_AMEC900",800008,0,0,0,0
"AME",202544,"129320004_AMEC900",32026,1,2,0,3
"AME",202544,"130213005_AMEC100",30020,0,1,0,1
"AME",202544,"130213005_AMEC100",33092,2,0,0,2
"AME",202544,"130213005_AMEC100",30031,1,0,0,1
"AME",202544,"130213005_AMEC100",800008,0,0,0,0
"AME",202544,"130213005_AMEC001",30064,7,0,0,7
"AME",202544,"130213005_AMEC001",30013,1,0,0,1
"AME",202544,"130213005_AMEC001",800218,0,0,0,0
"AME",202544,"130213005_AMEC900",800217,0,0,0,0
"AME",202544,"130213005_AMEC900",32064,1,0,0,1
"AME",202544,"130213005_AMEC900",30029,0,4,0,4
"AME",202544,"130213005_AMEC900",33099,0,2,0,2
"AME",202544,"129320004_AMEC001",30044,0,3,0,3
"AME",202544,"129320004_AMEC001",800021,0,0,0,0
"AME",202544,"129320004_AMEC001",33193,0,1,0,1
"AME",202544,"337382944_AMEC241",33088,1,0,0,1
"AME",202544,"336222213_AMEC109",30057,0,0,1,0
"AME",202544,"336279909_AMEC001",30100,0,0,1,0
"AME",202544,"129320004_AMEC001",30089,1,0,0,1
"AME",202544,"336340949_AMEC900",30070,0,1,0,1
"AME",202544,"128984126_AMEC001",30044,4,2,0,6
"AME",202544,"336340949_AMEC100",32051,6,1,0,7
"AME",202544,"128984126_AMEC001",33099,1,0,0,1
"AME",202544,"337317518_AMEC100",30074,1,0,0,1
"AME",202544,"130213005_AMEC001",30015,1,0,0,1
"AME",202544,"128984126_AMEC001",33193,1,0,0,1
"AME",202544,"130213005_AMEC100",30027,1,1,0,2
"AME",202544,"130213005_AMEC001",32056,4,0,0,4
"AME",202544,"130213005_AMEC001",33193,1,0,0,1
"AME",202544,"130717656_AMEC800",30017,0,0,3,0
"AME",202544,"336601903_AMEC203",32026,0,1,0,1
"AME",202544,"337317518_AMEC100",30090,1,0,0,1
"AME",202544,"336340949_AMEC900",30047,1,0,0,1
"AME",202544,"337317518_AMEC100",33178,1,0,0,1
"AME",202544,"331179022_AMEC400",33099,0,0,1,0
"AME",202544,"336340949_AMEC900",30053,1,0,0,1
"AME",202544,"130213005_AMEC001",38015,5,22,0,27
"AME",202544,"130213005_AMEC900",33088,3,1,0,4
"AME",202544,"333864302_AMEC321",30089,0,0,3,0
"AME",202544,"128984126_AMEC001",30057,3,0,0,3
"AME",202544,"336340949_AMEC100",30057,2,0,0,2
"AME",202544,"336340949_AMEC900",30057,2,0,0,2
"AME",202544,"336340949_AMEC900",33193,1,1,0,2
"AME",202544,"336340949_AMEC900",32047,1,0,0,1
"AME",202544,"337317518_AMEC100",800008,0,0,0,0
"AME",202544,"337317518_AMEC100",32026,3,0,0,3
"AME",202544,"337313404_AMEC110",800042,0,0,0,0
"AME",202544,"342234854_AMEC106",30915,3,1,0,4
"AME",202544,"342274564_AMEC206",30915,2,1,0,3
"AME",202544,"128984126_AMEC109",33090,2,2,0,4
"AME",202544,"128984126_AMEC109",800044,0,0,0,0
"AME",202544,"128984126_AMEC109",32051,4,1,0,5
"AME",202544,"128984126_AMEC100",33092,6,0,0,6
"AME",202544,"128984126_AMEC001",30054,3,0,0,3
"AME",202544,"128984126_AMEC001",33093,3,0,0,3
"AME",202544,"128984126_AMEC001",800031,0,0,0,0
"AME",202544,"128984126_AMEC001",30027,0,1,0,1
"AME",202544,"342780202_AMEC029",800008,0,0,0,0
"AME",202544,"336601903_AMEC203",800044,0,0,0,0
"AME",202544,"331075785_AMEC900",30089,0,0,3,0
"AME",202544,"336340949_AMEC100",30093,3,0,0,3
"AME",202544,"336340949_AMEC100",32013,1,0,0,1
"AME",202544,"336340949_AMEC100",33178,2,0,0,2
"AME",202544,"336340949_AMEC100",33092,4,0,0,4
"AME",202544,"336340949_AMEC100",800218,0,0,0,0
"AME",202544,"336340949_AMEC100",30001,1,0,0,1
"AME",202544,"129320004_AMEC900",800050,0,0,0,0
"AME",202544,"129320004_AMEC900",38015,7,25,0,32
"AME",202544,"130213005_AMEC100",800028,0,0,0,0
"AME",202544,"130213005_AMEC100",33086,1,0,0,1
"AME",202544,"130213005_AMEC100",33178,2,0,0,2
"AME",202544,"130213005_AMEC001",30044,3,4,0,7
"AME",202544,"130213005_AMEC001",38000,0,1,0,1
"AME",202544,"130213005_AMEC001",30032,0,1,0,1
"AME",202544,"130213005_AMEC001",33087,1,0,0,1
"AME",202544,"130213005_AMEC001",800008,0,0,0,0
"AME",202544,"130213005_AMEC001",30071,3,1,0,4
"AME",202544,"130213005_AMEC001",800031,0,0,0,0
"AME",202544,"130213005_AMEC001",30048,6,2,0,8
"AME",202544,"130213005_AMEC001",32051,2,7,0,9
"AME",202544,"130213005_AMEC900",30044,9,1,0,10
"AME",202544,"130213005_AMEC900",33192,1,0,0,1
"AME",202544,"130213005_AMEC900",30032,1,0,0,1
"AME",202544,"130213005_AMEC900",800008,0,0,0,0
"AME",202544,"130213005_AMEC900",30071,2,0,0,2
"AME",202544,"130213005_AMEC900",30048,2,2,0,4
"AME",202544,"130213005_AMEC900",32068,1,2,0,3
"AME",202544,"129320004_AMEC001",30053,3,0,0,3
"AME",202544,"129320004_AMEC001",30071,0,1,0,1
"AME",202544,"129320004_AMEC001",32057,1,0,0,1
"AME",202544,"337377807_AMEC200",800218,0,0,0,0
"AME",202544,"337382944_AMEC241",32026,1,0,0,1
"AME",202544,"338188752_AMEC343",33064,3,0,0,3
"AME",202544,"338188752_AMEC343",800044,0,0,0,0
"AME",202544,"336222213_AMEC109",32064,0,0,1,0
"AME",202544,"336222213_AMEC109",32051,0,0,4,0
"AME",202544,"336401381_AMEC109",30089,0,0,3,0
"AME",202544,"337382944_AMEC241",30057,0,0,1,0
"AME",202544,"336222213_AMEC109",30015,1,0,0,1
"AME",202544,"336401381_AMEC109",30091,0,0,4,0
"AME",202544,"336401381_AMEC109",30071,0,0,5,0
"AME",202544,"336401381_AMEC109",32026,0,0,1,0
"AME",202544,"336340949_AMEC900",30065,1,0,0,1
"AME",202544,"336340949_AMEC900",38000,0,1,0,1
"AME",202544,"336340949_AMEC900",30027,1,1,0,2
"AME",202544,"337317518_AMEC100",800056,0,0,0,0
"AME",202544,"337317518_AMEC100",30916,0,1,0,1
"AME",202544,"337317518_AMEC100",800042,0,0,0,0
"AME",202544,"337317518_AMEC100",32051,4,3,0,7
"AME",202544,"337317518_AMEC100",800004,0,0,0,0
"AME",202544,"337317518_AMEC100",33099,2,1,0,3
"AME",202544,"337745030_AMEC800",33088,1,0,0,1
"AME",202544,"337745030_AMEC800",30057,0,0,2,0
"AME",202544,"339489846_AMEC535",33088,1,0,0,1
"AME",202544,"339489846_AMEC535",32051,1,0,0,1
"AME",202544,"128984126_AMEC109",33192,2,2,0,4
"AME",202544,"128984126_AMEC109",32064,1,0,0,1
"AME",202544,"128984126_AMEC109",30101,1,2,0,3
"AME",202544,"128984126_AMEC109",32057,1,0,0,1
"AME",202544,"128984126_AMEC100",30054,1,0,0,1
"AME",202544,"128984126_AMEC100",30070,1,0,0,1
"AME",202544,"128984126_AMEC100",30100,3,2,0,5
"AME",202544,"128984126_AMEC100",32064,2,0,0,2
"AME",202544,"128984126_AMEC100",30022,1,0,0,1
"AME",202544,"128984126_AMEC100",30101,2,0,0,2
"AME",202544,"128984126_AMEC100",30913,1,0,0,1
"AME",202544,"128984126_AMEC100",30048,0,2,0,2
"AME",202544,"128984126_AMEC100",32026,3,6,0,9
"AME",202544,"128984126_AMEC001",30093,1,0,0,1
"AME",202544,"128984126_AMEC001",30089,1,0,0,1
"AME",202544,"128984126_AMEC001",32064,1,0,0,1
"AME",202544,"128984126_AMEC001",33092,7,0,0,7
"AME",202544,"128984126_AMEC001",30071,1,0,0,1
"AME",202544,"342780202_AMEC274",800217,0,0,0,0
"AME",202544,"342780202_AMEC274",800004,0,0,0,0
"AME",202544,"336601903_AMEC001",30064,0,0,1,0
"AME",202544,"130712655_AMEC200",30017,0,0,1,0
"AME",202544,"336340949_AMEC100",30044,4,0,0,4
"AME",202544,"336340949_AMEC100",800217,0,0,0,0
"AME",202544,"336340949_AMEC100",33192,0,4,0,4
"AME",202544,"336340949_AMEC100",800044,0,0,0,0
"AME",202544,"336340949_AMEC100",30022,0,1,0,1
"AME",202544,"129320004_AMEC900",33192,1,2,0,3
"AME",202544,"129320004_AMEC900",30023,1,0,0,1
"AME",202544,"129320004_AMEC900",30024,5,0,0,5
"AME",202544,"129320004_AMEC900",38000,0,4,0,4
"AME",202544,"129320004_AMEC900",800042,0,0,0,0
"AME",202544,"130213005_AMEC100",30071,1,1,0,2
"AME",202544,"130213005_AMEC100",33093,3,0,0,3
"AME",202544,"130213005_AMEC001",32026,0,1,0,1
"AME",202544,"130213005_AMEC900",30027,5,1,0,6
"AME",202544,"129320004_AMEC001",33178,1,0,0,1
"AME",202544,"129320004_AMEC001",38000,2,0,0,2
"AME",202544,"129320004_AMEC001",800008,0,0,0,0
"AME",202544,"129320004_AMEC001",30048,0,2,0,2
"AME",202544,"129320004_AMEC001",32051,2,1,0,3
"AME",202544,"129320004_AMEC001",30001,3,0,0,3
"AME",202544,"336279909_AMEC001",30057,0,0,1,0
"AME",202544,"130182253_AMEC300",800218,0,0,0,0
"AME",202544,"338188752_AMEC343",30915,0,1,0,1
"AME",202544,"338188752_AMEC343",800056,0,0,0,0
"AME",202544,"336401381_AMEC342",30089,0,0,3,0
"AME",202544,"336401381_AMEC342",30015,0,1,0,1
"AME",202544,"128984126_AMEC100",30044,4,0,0,4
"AME",202544,"336340949_AMEC100",30914,0,2,0,2
"AME",202544,"130362609_AMEC001",30054,0,0,1,0
"AME",202544,"130213005_AMEC900",30052,0,2,0,2
"AME",202544,"336222213_AMEC109",32056,0,0,1,0
"AME",202544,"128984126_AMEC109",30915,1,0,0,1
"AME",202544,"130213005_AMEC100",30057,1,0,0,1
"AME",202544,"336340949_AMEC900",30044,5,1,0,6
"AME",202544,"336340949_AMEC900",30023,2,0,0,2
"AME",202544,"337317518_AMEC100",32056,1,0,0,1
"AME",202544,"337317518_AMEC100",30091,0,1,0,1
"AME",202544,"337313404_AMEC110",30054,0,0,2,0
"AME",202544,"337313404_AMEC110",30057,0,0,1,0
"AME",202544,"337787420_AMEC900",30054,0,2,0,2
"AME",202544,"337787420_AMEC900",30914,0,1,0,1
"AME",202544,"337787420_AMEC900",800218,0,0,0,0
"AME",202544,"128984126_AMEC109",30093,2,0,0,2
"AME",202544,"128984126_AMEC109",38000,0,4,0,4
"AME",202544,"128984126_AMEC109",30022,1,0,0,1
"AME",202544,"128984126_AMEC100",800217,0,0,0,0
"AME",202544,"128984126_AMEC100",30916,1,0,0,1
"AME",202544,"128984126_AMEC100",30001,1,0,0,1
"AME",202544,"128984126_AMEC001",33192,2,1,0,3
"AME",202544,"128984126_AMEC001",32026,1,0,0,1
"AME",202544,"129766981_AMEC395",30914,0,0,1,0
"AME",202544,"342780202_AMEC309",800008,0,0,0,0
"AME",202544,"342780202_AMEC274",800008,0,0,0,0
"AME",202544,"130712655_AMEC001",30017,0,0,1,0
"AME",202544,"331184035_AMEC404",30089,0,0,3,0
"AME",202544,"336340949_AMEC100",30015,0,1,0,1
"AME",202544,"336340949_AMEC100",30013,0,2,0,2
"AME",202544,"336340949_AMEC100",32047,1,1,0,2
"AME",202544,"336279909_AMEC001",30072,0,0,1,0
"AME",202544,"333274642_AMEC209",30065,0,0,1,0
"AME",202544,"338217923_AMEC109",32026,1,1,0,2
"AME",202544,"130393119_AMEC249",32054,1,0,0,1
"AME",202544,"129320004_AMEC900",30044,0,2,0,2
"AME",202544,"129320004_AMEC900",32013,1,0,0,1
"AME",202544,"129320004_AMEC900",32064,1,0,0,1
"AME",202544,"130213005_AMEC100",30044,2,0,0,2
"AME",202544,"130213005_AMEC100",33192,0,1,0,1
"AME",202544,"130213005_AMEC100",30091,0,1,0,1
"AME",202544,"130213005_AMEC100",30101,7,0,0,7
"AME",202544,"130213005_AMEC100",33193,1,1,0,2
"AME",202544,"130213005_AMEC100",32051,6,4,0,10
"AME",202544,"130213005_AMEC001",800028,0,0,0,0
"AME",202544,"130213005_AMEC001",800217,0,0,0,0
"AME",202544,"130213005_AMEC001",800044,0,0,0,0
"AME",202544,"130213005_AMEC001",30104,0,4,0,4
"AME",202544,"130213005_AMEC900",800028,0,0,0,0
"AME",202544,"130213005_AMEC900",38000,7,0,0,7
"AME",202544,"130213005_AMEC900",33193,2,1,0,3
"AME",202544,"129320004_AMEC001",30093,1,0,0,1
"AME",202544,"129320004_AMEC001",30057,1,0,0,1
"AME",202544,"129320004_AMEC001",30083,1,0,0,1
"AME",202544,"130712655_AMEC001",33099,0,0,2,0
"AME",202544,"336340949_AMEC100",30915,0,2,0,2
"AME",202544,"336340949_AMEC100",30023,1,0,0,1
"AME",202544,"336340949_AMEC900",30024,2,0,0,2
"AME",202544,"336340949_AMEC900",32051,3,4,0,7
"AME",202544,"336340949_AMEC900",30001,2,0,0,2
"AME",202544,"337317518_AMEC100",30044,7,0,0,7
"AME",202544,"337317518_AMEC100",30057,3,0,0,3
"AME",202544,"337317518_AMEC100",30070,0,4,0,4
"AME",202544,"337317518_AMEC100",30024,2,4,0,6
"AME",202544,"337787420_AMEC900",30913,1,0,0,1
"AME",202544,"337787420_AMEC900",800042,0,0,0,0
"AME",202544,"337787420_AMEC900",32026,1,0,0,1
"AME",202544,"128984126_AMEC109",38016,2,3,0,5
"AME",202544,"128984126_AMEC109",38015,11,17,0,28
"AME",202544,"128984126_AMEC109",33092,5,0,0,5
"AME",202544,"128984126_AMEC109",800008,0,0,0,0
"AME",202544,"128984126_AMEC109",800042,0,0,0,0
"AME",202544,"130362611_AMEC900",800021,0,0,0,0
"AME",202544,"128984126_AMEC100",800028,0,0,0,0
"AME",202544,"128984126_AMEC100",30057,1,0,0,1
"AME",202544,"128984126_AMEC100",30029,1,0,0,1
"AME",202544,"128984126_AMEC100",33193,1,0,0,1
"AME",202544,"128984126_AMEC100",800004,0,0,0,0
"AME",202544,"128984126_AMEC001",30032,0,2,0,2
"AME",202544,"128984126_AMEC001",800008,0,0,0,0
"AME",202544,"128984126_AMEC001",30101,1,0,0,1
"AME",202544,"128984126_AMEC001",30095,1,0,0,1
"AME",202544,"128984126_AMEC001",32051,9,3,0,12
"AME",202544,"342780202_AMEC029",800217,0,0,0,0
"AME",202544,"333274642_AMEC209",33088,0,0,1,0
"AME",202544,"129320004_AMEC900",30022,1,0,0,1
"AME",202544,"129320004_AMEC900",32051,2,3,0,5
"AME",202544,"129320004_AMEC900",33099,1,0,0,1
"AME",202544,"130213005_AMEC100",30023,1,0,0,1
"AME",202544,"130213005_AMEC100",32057,2,0,0,2
"AME",202544,"130213005_AMEC100",32047,1,0,0,1
"AME",202544,"130213005_AMEC001",33192,1,1,0,2
"AME",202544,"130213005_AMEC001",30054,1,0,0,1
"AME",202544,"130213005_AMEC001",30057,4,0,0,4
"AME",202544,"130213005_AMEC001",30020,1,1,0,2
"AME",202544,"130213005_AMEC001",30090,1,0,0,1
"AME",202544,"130213005_AMEC900",33086,5,0,0,5
"AME",202544,"130213005_AMEC900",30020,0,1,0,1
"AME",202544,"129320004_AMEC001",31045,1,0,0,1
"AME",202544,"336279909_AMEC001",38000,0,0,1,0
"AME",202544,"336279909_AMEC001",30069,0,0,10,0
"AME",202544,"336340949_AMEC900",30083,2,0,0,2
"AME",202544,"336340949_AMEC900",33099,1,0,0,1
"AME",202544,"337317518_AMEC100",30093,1,0,0,1
"AME",202544,"337317518_AMEC100",30053,3,0,0,3
"AME",202544,"337317518_AMEC100",30023,1,1,0,2
"AME",202544,"337317518_AMEC100",800025,0,0,0,0
"AME",202544,"337317518_AMEC100",30071,1,0,0,1
"AME",202544,"337313404_AMEC110",30913,0,0,1,0
"AME",202544,"337787420_AMEC900",33088,0,1,0,1
"AME",202544,"337787420_AMEC900",30101,1,1,0,2
"AME",202544,"337787420_AMEC900",33093,6,0,0,6
"AME",202544,"128984126_AMEC109",30044,2,0,0,2
"AME",202544,"128984126_AMEC109",30100,3,0,0,3
"AME",202544,"128984126_AMEC109",30077,0,2,0,2
"AME",202544,"128984126_AMEC109",800218,0,0,0,0
"AME",202544,"128984126_AMEC109",33193,1,0,0,1
"AME",202544,"128984126_AMEC109",30027,0,1,0,1
"AME",202544,"128984126_AMEC100",30089,3,0,0,3
"AME",202544,"128984126_AMEC100",800056,0,0,0,0
"AME",202544,"128984126_AMEC100",38000,0,2,0,2
"AME",202544,"128984126_AMEC100",32047,1,0,0,1
"AME",202544,"128984126_AMEC001",30881,1,0,0,1
"AME",202544,"128984126_AMEC001",30061,1,0,0,1
"AME",202544,"342780202_AMEC029",800004,0,0,0,0
"AME",202544,"342780202_AMEC676",800217,0,0,0,0
"AME",202544,"335159425_AMEC100",30089,0,0,1,0
"AME",202544,"336340949_AMEC100",33088,2,0,0,2
"AME",202544,"336340949_AMEC100",30024,1,0,0,1
"AME",202544,"336340949_AMEC100",800008,0,0,0,0
"AME",202544,"336340949_AMEC100",30072,1,0,0,1
"AME",202544,"336340949_AMEC100",32026,3,0,0,3
"AME",202544,"336340949_AMEC100",800004,0,0,0,0
"AME",202544,"337382944_AMEC241",30101,0,0,1,0
"AME",202544,"336222213_AMEC109",30071,0,0,2,0
"AME",202544,"336401381_AMEC109",30881,0,0,3,0
"AME",202544,"336401381_AMEC109",32064,0,0,1,0
"AME",202545,"335114576_AMEC001",30024,0,0,1,0
"AME",202545,"337382944_AMEC241",30054,0,0,1,0
"AME",202545,"338188752_AMEC343",800031,0,0,0,0
"AME",202545,"336401381_AMEC109",30072,0,0,1,0
"AME",202545,"128984126_AMEC109",30044,3,2,0,5
"AME",202545,"128984126_AMEC109",30100,3,5,0,8
"AME",202545,"128984126_AMEC109",30001,1,0,0,1
"AME",202545,"130362611_AMEC900",30089,0,1,0,1
"AME",202545,"130362611_AMEC900",30023,1,0,0,1
"AME",202545,"130362611_AMEC900",38000,0,1,0,1
"AME",202545,"128984126_AMEC100",30035,2,0,0,2
"AME",202545,"128984126_AMEC100",33093,1,0,0,1
"AME",202545,"128984126_AMEC001",32013,1,0,0,1
"AME",202545,"129320004_AMEC900",800050,0,0,0,0
"AME",202545,"129320004_AMEC900",30044,2,9,0,11
"AME",202545,"129320004_AMEC900",30064,1,1,0,2
"AME",202545,"128984126_AMEC001",38000,4,0,0,4
"AME",202545,"273909493_AMEC020",30916,0,0,1,0
"AME",202545,"342780202_AMEC029",30001,1,0,0,1
"AME",202545,"129320004_AMEC900",800217,0,0,0,0
"AME",202545,"129320004_AMEC900",30054,2,0,0,2
"AME",202545,"129320004_AMEC900",30015,1,0,0,1
"AME",202545,"129320004_AMEC900",38000,1,2,0,3
"AME",202545,"129320004_AMEC900",32051,2,2,0,4
"AME",202545,"336601903_AMEC203",30915,1,0,0,1
"AME",202545,"130213005_AMEC100",800042,0,0,0,0
"AME",202545,"130213005_AMEC100",32057,0,1,0,1
"AME",202545,"130213005_AMEC001",30064,1,0,0,1
"AME",202545,"130213005_AMEC001",30057,1,1,0,2
"AME",202545,"130213005_AMEC001",30017,2,0,0,2
"AME",202545,"130213005_AMEC001",30015,1,3,0,4
"AME",202545,"130213005_AMEC001",30916,2,0,0,2
"AME",202545,"130213005_AMEC001",30071,1,1,0,2
"AME",202545,"130213005_AMEC001",30865,2,2,0,4
"AME",202545,"130213005_AMEC001",30048,1,4,0,5
"AME",202545,"130213005_AMEC900",30044,2,3,0,5
"AME",202545,"130213005_AMEC900",30093,2,0,0,2
"AME",202545,"130213005_AMEC900",30089,1,2,0,3
"AME",202545,"130213005_AMEC900",30052,0,3,0,3
"AME",202545,"130213005_AMEC900",30061,3,0,0,3
"AME",202545,"130213005_AMEC900",800031,0,0,0,0
"AME",202545,"129320004_AMEC001",30044,6,3,0,9
"AME",202545,"129320004_AMEC001",30031,0,1,0,1
"AME",202545,"129320004_AMEC001",33193,3,4,0,7
"AME",202545,"129320004_AMEC001",32026,0,1,0,1
"AME",202545,"336340949_AMEC100",30093,2,3,0,5
"AME",202545,"336340949_AMEC100",30065,0,1,0,1
"AME",202545,"336340949_AMEC100",30032,0,2,0,2
"AME",202545,"336340949_AMEC100",30029,1,0,0,1
"AME",202545,"336340949_AMEC100",32051,5,2,0,7
"AME",202545,"336340949_AMEC100",32068,1,0,0,1
"AME",202545,"336340949_AMEC900",30089,1,0,0,1
"AME",202545,"336340949_AMEC900",32056,1,0,0,1
"AME",202545,"337382944_AMEC241",30052,0,1,0,1
"AME",202545,"338188752_AMEC343",30101,0,0,1,0
"AME",202545,"336222213_AMEC109",30053,0,1,0,1
"AME",202545,"336222213_AMEC109",30022,0,0,2,0
"AME",202545,"336401381_AMEC342",30091,0,0,2,0
"AME",202545,"336401381_AMEC342",30022,0,0,1,0
"AME",202545,"336401381_AMEC109",30053,0,1,0,1
"AME",202545,"336279909_AMEC001",30100,0,0,1,0
"AME",202545,"336340949_AMEC900",30047,2,0,0,2
"AME",202545,"336340949_AMEC900",38000,0,1,0,1
"AME",202545,"336340949_AMEC900",30029,2,0,0,2
"AME",202545,"336340949_AMEC900",800218,0,0,0,0
"AME",202545,"336340949_AMEC900",33193,0,5,0,5
"AME",202545,"336340949_AMEC900",32057,0,1,0,1
"AME",202545,"336340949_AMEC900",32047,0,1,0,1
"AME",202545,"337317518_AMEC100",33088,1,0,0,1
"AME",202545,"337317518_AMEC100",30100,3,1,0,4
"AME",202545,"337317518_AMEC100",38000,1,1,0,2
"AME",202545,"337317518_AMEC100",30914,10,3,0,13
"AME",202545,"337317518_AMEC100",30022,0,3,0,3
"AME",202545,"337317518_AMEC100",30031,1,0,0,1
"AME",202545,"337313404_AMEC110",800218,0,0,0,0
"AME",202545,"337787420_AMEC900",30915,1,0,0,1
"AME",202545,"337787420_AMEC900",30022,0,2,0,2
"AME",202545,"337787420_AMEC900",33092,4,0,0,4
"AME",202545,"339489846_AMEC535",30044,1,1,0,2
"AME",202545,"342234854_AMEC106",30915,0,1,0,1
"AME",202545,"130213005_AMEC001",800008,0,0,0,0
"AME",202545,"130213005_AMEC001",800218,0,0,0,0
"AME",202545,"130213005_AMEC001",32026,1,0,0,1
"AME",202545,"130213005_AMEC900",30070,1,0,0,1
"AME",202545,"130213005_AMEC900",30013,2,0,0,2
"AME",202545,"129320004_AMEC001",30054,1,1,0,2
"AME",202545,"130712655_AMEC001",30017,0,0,1,0
"AME",202545,"336340949_AMEC100",800056,0,0,0,0
"AME",202545,"336340949_AMEC100",800217,0,0,0,0
"AME",202545,"336340949_AMEC100",800044,0,0,0,0
"AME",202545,"336340949_AMEC100",33099,0,2,0,2
"AME",202545,"336340949_AMEC900",30032,1,0,0,1
"AME",202545,"336340949_AMEC900",33092,1,0,0,1
"AME",202545,"336340949_AMEC900",800031,0,0,0,0
"AME",202545,"337317518_AMEC100",30093,0,1,0,1
"AME",202545,"337317518_AMEC100",33192,1,9,0,10
"AME",202545,"337317518_AMEC100",30023,1,0,0,1
"AME",202545,"337317518_AMEC100",30054,1,1,0,2
"AME",202545,"337317518_AMEC100",30057,2,0,0,2
"AME",202545,"337317518_AMEC100",30024,2,8,0,10
"AME",202545,"337317518_AMEC100",30916,2,0,0,2
"AME",202545,"337317518_AMEC100",30865,0,1,0,1
"AME",202545,"337317518_AMEC100",32047,2,0,0,2
"AME",202545,"337745030_AMEC800",33203,1,0,0,1
"AME",202545,"337787420_AMEC900",30057,3,0,0,3
"AME",202545,"337787420_AMEC900",30101,0,3,0,3
"AME",202545,"337787420_AMEC900",800042,0,0,0,0
"AME",202545,"128984126_AMEC109",30052,1,0,0,1
"AME",202545,"128984126_AMEC109",30104,2,0,0,2
"AME",202545,"128984126_AMEC109",30071,1,1,0,2
"AME",202545,"128984126_AMEC109",30095,1,0,0,1
"AME",202545,"128984126_AMEC100",30053,1,0,0,1
"AME",202545,"128984126_AMEC100",30089,1,3,0,4
"AME",202545,"128984126_AMEC100",30054,1,0,0,1
"AME",202545,"128984126_AMEC100",33193,2,0,0,2
"AME",202545,"128984126_AMEC100",32026,2,0,0,2
"AME",202545,"128984126_AMEC001",30083,1,0,0,1
"AME",202545,"273909493_AMEC800",33093,0,0,1,0
"AME",202545,"342780202_AMEC676",33088,0,1,0,1
"AME",202545,"342780202_AMEC274",800008,0,0,0,0
"AME",202545,"129320004_AMEC900",30100,1,1,0,2
"AME",202545,"129320004_AMEC900",30071,1,1,0,2
"AME",202545,"129320004_AMEC900",30048,1,5,0,6
"AME",202545,"129320004_AMEC900",800004,0,0,0,0
"AME",202545,"130213005_AMEC100",31045,1,0,0,1
"AME",202545,"333324339_AMEC106",30819,0,0,2,0
"AME",202545,"336601903_AMEC001",800217,0,0,0,0
"AME",202545,"336601903_AMEC001",800218,0,0,0,0
"AME",202545,"337377807_AMEC200",800217,0,0,0,0
"AME",202545,"337377807_AMEC200",33092,2,0,0,2
"AME",202545,"338188752_AMEC343",800044,0,0,0,0
"AME",202545,"336401381_AMEC109",30077,0,0,1,0
"AME",202545,"336340949_AMEC900",33064,1,0,0,1
"AME",202545,"336340949_AMEC900",30057,1,0,0,1
"AME",202545,"336340949_AMEC900",30100,1,0,0,1
"AME",202545,"336340949_AMEC900",800054,0,0,0,0
"AME",202545,"336340949_AMEC900",800044,0,0,0,0
"AME",202545,"336340949_AMEC900",800008,0,0,0,0
